County,State,StateCode,LBW,LBWind,InfantMort,InfantMortInd
Canyon,Idaho,ID,6.1,3,6.5,3
Caribou,Idaho,ID,6.4,4,8.6,4
Cassia,Idaho,ID,7.4,3,8.7,4
Clark,Idaho,ID,4.2,3,NA,NA
Clearwater,Idaho,ID,7.4,4,2.7,3
Custer,Idaho,ID,6.5,4,NA,NA
Elmore,Idaho,ID,6.7,3,7.2,3
Franklin,Idaho,ID,5.8,3,8.1,4
Fremont,Idaho,ID,6.9,4,7.8,4
Gem,Idaho,ID,4.7,3,7.5,4
Gooding,Idaho,ID,5.5,3,7.5,4
Idaho,Idaho,ID,6.1,4,7.9,4
Jefferson,Idaho,ID,6.9,3,8,4
Jerome,Idaho,ID,6.8,3,7.8,3
Kootenai,Idaho,ID,5.4,3,6.3,3
Latah,Idaho,ID,5.2,3,6.2,4
Lemhi,Idaho,ID,6.6,4,8.5,4
Lewis,Idaho,ID,3.7,3,NA,NA
Lincoln,Idaho,ID,7.5,4,3.6,3
Madison,Idaho,ID,4.9,3,5.4,3
Minidoka,Idaho,ID,7,3,10.4,4
Nez Perce,Idaho,ID,6.1,3,8,4
Oneida,Idaho,ID,5.1,3,0,3
Owyhee,Idaho,ID,5.4,3,10.8,4
Payette,Idaho,ID,5.5,3,9.5,4
Power,Idaho,ID,6.4,3,2.7,3
Shoshone,Idaho,ID,7,3,12.5,4
Teton,Idaho,ID,6.2,3,8.8,4
Twin Falls,Idaho,ID,6.5,3,6.9,3
Valley,Idaho,ID,6.9,4,3,3
Washington,Idaho,ID,5.6,3,6.6,3
Adams,Illinois,IL,6.4,3,6.6,4
Alexander,Illinois,IL,12.1,4,13.1,4
Bond,Illinois,IL,8.3,4,8.5,4
Boone,Illinois,IL,6.4,3,5.5,3
Brown,Illinois,IL,6.4,4,1.9,3
Bureau,Illinois,IL,5.6,3,5.6,4
Calhoun,Illinois,IL,5.3,3,NA,NA
Carroll,Illinois,IL,6.8,4,11,4
Cass,Illinois,IL,6.3,3,7.8,3
Champaign,Illinois,IL,7.8,3,8.6,4
Christian,Illinois,IL,6.6,3,6.6,4
Clark,Illinois,IL,6.3,3,4.7,3
Clay,Illinois,IL,6.6,3,5,3
Clinton,Illinois,IL,6,3,5.6,3
Coles,Illinois,IL,7.1,3,6.9,3
Cook,Illinois,IL,9.1,4,8.5,4
Crawford,Illinois,IL,7.3,4,6.3,3
Cumberland,Illinois,IL,7.2,4,6,3
DeKalb,Illinois,IL,7.2,4,8.1,4
De Witt,Illinois,IL,7.7,4,8.2,4
Douglas,Illinois,IL,6.3,4,5.6,3
DuPage,Illinois,IL,6.9,3,6.6,4
Edgar,Illinois,IL,8.2,4,8.7,4
Edwards,Illinois,IL,5.9,3,8.9,4
Effingham,Illinois,IL,6.5,4,8.7,4
Fayette,Illinois,IL,6.8,3,6.1,3
Ford,Illinois,IL,6.8,4,10.1,4
Franklin,Illinois,IL,8.3,3,11.4,4
Fulton,Illinois,IL,7.5,4,5.4,3
Gallatin,Illinois,IL,7.4,4,5,3
Greene,Illinois,IL,6.6,4,5,3
Grundy,Illinois,IL,5.8,3,5.9,3
Hamilton,Illinois,IL,7.7,4,7.5,4
Hancock,Illinois,IL,5.4,3,4.8,3
Hardin,Illinois,IL,7.6,3,NA,NA
Henderson,Illinois,IL,6.1,3,4.3,3
Henry,Illinois,IL,6.7,4,8.1,4
Iroquois,Illinois,IL,5.9,3,5.1,3
Jackson,Illinois,IL,8.2,3,8.6,3
Jasper,Illinois,IL,7.2,4,9.4,4
Jefferson,Illinois,IL,7.5,3,5.9,3
Jersey,Illinois,IL,6.5,4,5.6,3
Jo Daviess,Illinois,IL,5,3,4.1,3
Johnson,Illinois,IL,7.2,3,8.7,4
Kane,Illinois,IL,6.9,3,6.5,4
Kankakee,Illinois,IL,7.6,3,9.5,4
Kendall,Illinois,IL,6,3,7,4
Knox,Illinois,IL,7.4,4,7.1,4
Lake,Illinois,IL,7.3,4,5,3
La Salle,Illinois,IL,6.9,3,5.7,3
Lawrence,Illinois,IL,7.2,4,9,4
Lee,Illinois,IL,5.5,3,6.5,4
Livingston,Illinois,IL,6.4,3,7.1,4
Logan,Illinois,IL,6.8,4,5.4,3
McDonough,Illinois,IL,6.1,3,6.7,3
McHenry,Illinois,IL,6.7,3,4,3
McLean,Illinois,IL,7,4,9.2,4
Macon,Illinois,IL,9.5,4,8.1,3
Macoupin,Illinois,IL,8,4,6.1,4
Madison,Illinois,IL,7.8,3,7.8,4
Marion,Illinois,IL,8.3,4,6.6,3
Marshall,Illinois,IL,5.7,3,8.6,4
Mason,Illinois,IL,7.7,4,8.2,4
Massac,Illinois,IL,7.3,3,3.5,3
Menard,Illinois,IL,6.9,4,5.5,3
Mercer,Illinois,IL,5.8,3,4.8,3
Monroe,Illinois,IL,9.1,4,5.2,3
Montgomery,Illinois,IL,6.8,3,1.8,3
Morgan,Illinois,IL,8.7,4,6.3,3
Moultrie,Illinois,IL,6.4,4,6.6,4
Ogle,Illinois,IL,7.1,4,6.4,4
Peoria,Illinois,IL,8.6,4,8.3,3
Perry,Illinois,IL,7.9,4,5.5,3
Piatt,Illinois,IL,6,3,6.1,3
Pike,Illinois,IL,7.8,4,2.9,3
Pope,Illinois,IL,6,3,NA,NA
Pulaski,Illinois,IL,10.9,4,14,4
Putnam,Illinois,IL,6.6,4,8.4,4
Randolph,Illinois,IL,7.8,4,11.7,4
Richland,Illinois,IL,6.6,4,7.8,4
Rock Island,Illinois,IL,7.6,3,6,3
St. Clair,Illinois,IL,9,3,9.7,4
Saline,Illinois,IL,8.9,4,11.2,4
Sangamon,Illinois,IL,8.9,4,9.2,4
Schuyler,Illinois,IL,5.9,3,5.5,3
Scott,Illinois,IL,4.5,3,5.4,3
Shelby,Illinois,IL,6,3,7.5,4
Stark,Illinois,IL,6.1,3,8.9,4
Stephenson,Illinois,IL,8.1,4,7.5,4
Tazewell,Illinois,IL,6.8,4,7.1,4
Union,Illinois,IL,6.6,3,4.7,3
Vermilion,Illinois,IL,8.8,4,10.2,4
Wabash,Illinois,IL,8.1,4,7.2,4
Warren,Illinois,IL,6.4,3,3.7,3
Washington,Illinois,IL,5.1,3,6,4
Wayne,Illinois,IL,7.1,4,9.6,4
White,Illinois,IL,9.1,4,1.4,3
Whiteside,Illinois,IL,5.8,3,5.3,3
Will,Illinois,IL,7.3,3,6.2,4
Williamson,Illinois,IL,6.9,3,5.5,3
Winnebago,Illinois,IL,8.6,4,8.5,4
Woodford,Illinois,IL,6.4,3,7.5,4
Adams,Indiana,IN,5.7,3,6.5,4
Allen,Indiana,IN,8.4,4,7.2,4
Bartholomew,Indiana,IN,6.9,4,7.7,4
Benton,Indiana,IN,5.7,3,3.8,3
Blackford,Indiana,IN,7.4,4,10.2,4
Boone,Indiana,IN,6.3,3,7.1,4
Brown,Indiana,IN,7.3,3,6.9,4
Carroll,Indiana,IN,5.5,3,4.1,3
Cass,Indiana,IN,6.8,4,7.3,4
Clark,Indiana,IN,7.3,4,6.1,4
Clay,Indiana,IN,6.8,4,9.6,4
Clinton,Indiana,IN,7.5,4,9.4,4
Crawford,Indiana,IN,8.9,4,6.3,3
Daviess,Indiana,IN,6,3,7.5,4
Dearborn,Indiana,IN,7.9,4,7.4,4
Decatur,Indiana,IN,7.4,4,10.9,4
De Kalb,Indiana,IN,6.1,3,7,4
Delaware,Indiana,IN,8.6,4,11,4
Dubois,Indiana,IN,5.8,3,6.3,4
Elkhart,Indiana,IN,6.5,3,7.5,4
Fayette,Indiana,IN,8.8,4,7.6,4
Floyd,Indiana,IN,7.5,4,5.3,3
Fountain,Indiana,IN,7.5,4,10,4
Franklin,Indiana,IN,6.8,4,8.8,4
Fulton,Indiana,IN,6.5,4,11.8,4
Gibson,Indiana,IN,7.1,4,6.6,4
Grant,Indiana,IN,9,4,9.9,4
Greene,Indiana,IN,7.7,4,9.9,4
Hamilton,Indiana,IN,6.6,3,6.4,4
Hancock,Indiana,IN,5.9,3,3.9,3
Harrison,Indiana,IN,7.2,4,2.7,3
Hendricks,Indiana,IN,5.8,3,5.3,3
Henry,Indiana,IN,7.4,4,7.3,4
Howard,Indiana,IN,7.6,4,7.2,4
Huntington,Indiana,IN,6.9,4,4.1,3
Jackson,Indiana,IN,7.8,4,5,3
Jasper,Indiana,IN,6.1,3,4,3
Jay,Indiana,IN,6.9,3,9.1,4
Jefferson,Indiana,IN,6.7,3,7.2,4
Jennings,Indiana,IN,6.4,3,6.6,4
Johnson,Indiana,IN,6.4,3,5.9,4
Knox,Indiana,IN,8.4,4,9,4
Kosciusko,Indiana,IN,6.3,3,7.9,4
Lagrange,Indiana,IN,5.5,3,6.2,4
Lake,Indiana,IN,8.7,4,9.3,4
La Porte,Indiana,IN,7.8,4,7.4,4
Lawrence,Indiana,IN,7.4,4,10.5,4
Madison,Indiana,IN,9,4,10.6,4
Marion,Indiana,IN,8.7,4,8.5,4
Marshall,Indiana,IN,6.7,4,3.8,3
Martin,Indiana,IN,7.7,3,6.1,3
Miami,Indiana,IN,7,3,6.1,3
Monroe,Indiana,IN,6.6,3,7.2,3
Montgomery,Indiana,IN,7.7,4,5.7,3
Morgan,Indiana,IN,8.4,4,6.4,4
Newton,Indiana,IN,5.7,3,6,4
Noble,Indiana,IN,7.5,4,8,4
Ohio,Indiana,IN,7.9,4,3.6,3
Orange,Indiana,IN,7.5,4,10.1,4
Owen,Indiana,IN,6.6,3,6,3
Parke,Indiana,IN,7.9,4,12.4,4
Perry,Indiana,IN,7.3,4,11,4
Pike,Indiana,IN,8.6,4,12.7,4
Porter,Indiana,IN,6.3,3,8,4
Posey,Indiana,IN,6.4,3,9.2,4
Pulaski,Indiana,IN,7,4,10.5,4
Putnam,Indiana,IN,7.2,3,5.8,3
Randolph,Indiana,IN,8.2,4,8.9,4
Ripley,Indiana,IN,7.8,4,1.5,3
Rush,Indiana,IN,7,4,3.1,3
St. Joseph,Indiana,IN,7.7,4,7.4,4
Scott,Indiana,IN,8.8,4,5.7,3
Shelby,Indiana,IN,7.6,4,8.9,4
Spencer,Indiana,IN,7.5,4,6.7,4
Starke,Indiana,IN,7.3,3,6.7,3
Steuben,Indiana,IN,7.9,4,8,4
Sullivan,Indiana,IN,8.5,4,8.8,4
Switzerland,Indiana,IN,6.8,3,3.1,3
Tippecanoe,Indiana,IN,6.5,3,9,4
Tipton,Indiana,IN,6.8,4,7.3,4
Union,Indiana,IN,5,3,4.7,3
Vanderburgh,Indiana,IN,9.5,4,9.4,4
Vermillion,Indiana,IN,7.4,4,6.8,3
Vigo,Indiana,IN,6.6,3,7.5,3
Wabash,Indiana,IN,8.1,4,8.3,4
Warren,Indiana,IN,5.6,3,5.9,4
Warrick,Indiana,IN,7.1,4,4.3,3
Washington,Indiana,IN,6.5,3,3.4,3
Wayne,Indiana,IN,7.5,3,10.3,4
Wells,Indiana,IN,7.5,4,3.5,3
White,Indiana,IN,6.1,4,5.7,4
Whitley,Indiana,IN,6.4,3,5.7,3
Adair,Iowa,IA,3.5,3,3.1,3
Adams,Iowa,IA,6.4,3,NA,NA
Allamakee,Iowa,IA,4.6,3,7.1,4
Appanoose,Iowa,IA,7.6,4,4.3,3
Audubon,Iowa,IA,5.5,3,3.4,3
Benton,Iowa,IA,6.5,4,2.6,3
Black Hawk,Iowa,IA,7.7,3,6.5,3
Boone,Iowa,IA,6.6,4,6.5,4
Bremer,Iowa,IA,5.2,3,3.3,3
Buchanan,Iowa,IA,6.7,4,6.4,4
Buena Vista,Iowa,IA,6,3,3.7,3
Butler,Iowa,IA,5.8,3,4.2,3
Calhoun,Iowa,IA,6.8,4,1.1,3
Carroll,Iowa,IA,5.9,4,5.3,3
Cass,Iowa,IA,5.9,3,4.3,3
Cedar,Iowa,IA,5.6,3,3.4,3
Cerro Gordo,Iowa,IA,6,3,4.7,3
Cherokee,Iowa,IA,5.2,3,2.6,3
Chickasaw,Iowa,IA,6.3,4,5.4,3
Clarke,Iowa,IA,6.6,4,5.2,3
Clay,Iowa,IA,6.9,4,5.6,3
Clayton,Iowa,IA,5.4,3,6.2,4
Clinton,Iowa,IA,7.6,4,6.8,4
Crawford,Iowa,IA,7.3,4,6.9,4
Dallas,Iowa,IA,6.1,3,6.8,4
Davis,Iowa,IA,5,3,5.8,3
Decatur,Iowa,IA,4.9,3,7.2,3
Delaware,Iowa,IA,5.3,3,7.2,4
Des Moines,Iowa,IA,6.4,3,5.8,3
Dickinson,Iowa,IA,6.5,4,6.2,3
Dubuque,Iowa,IA,5.4,3,5.4,3
Emmet,Iowa,IA,5.3,3,6.1,3
Fayette,Iowa,IA,5.4,3,5.2,3
Floyd,Iowa,IA,6.1,3,3.4,3
Franklin,Iowa,IA,6.6,4,2.8,3
Fremont,Iowa,IA,5.9,3,7.8,4
Greene,Iowa,IA,6.5,4,9.1,4
Grundy,Iowa,IA,6,3,6.4,4
Guthrie,Iowa,IA,6.4,4,1.7,3
Hamilton,Iowa,IA,5.9,3,5.7,3
Hancock,Iowa,IA,6.5,4,4.5,3
Hardin,Iowa,IA,6.1,3,4.7,3
Harrison,Iowa,IA,6.8,4,5.7,3
Henry,Iowa,IA,6,3,9.9,4
Howard,Iowa,IA,5.6,3,6,3
Humboldt,Iowa,IA,5.4,3,3,3
Ida,Iowa,IA,7.7,4,10.6,4
Iowa,Iowa,IA,6.6,4,5.4,3
Jackson,Iowa,IA,5.3,3,8,4
Jasper,Iowa,IA,6.8,4,5.3,3
Jefferson,Iowa,IA,6.4,3,3.5,3
Johnson,Iowa,IA,5.9,3,2.8,3
Jones,Iowa,IA,6.4,4,7.6,4
Keokuk,Iowa,IA,5.6,3,2.5,3
Kossuth,Iowa,IA,6.3,4,7.3,4
Lee,Iowa,IA,7.6,4,7.7,4
Linn,Iowa,IA,6.1,3,5.5,3
Louisa,Iowa,IA,5.5,3,3.9,3
Lucas,Iowa,IA,6,3,6.2,3
Lyon,Iowa,IA,4.8,3,7.4,4
Madison,Iowa,IA,6.2,4,9.4,4
Mahaska,Iowa,IA,5.6,3,6.8,3
Marion,Iowa,IA,6.3,3,4.5,3
Marshall,Iowa,IA,6.7,4,4.7,3
Mills,Iowa,IA,6.4,3,4,3
Mitchell,Iowa,IA,4.6,3,9.4,4
Monona,Iowa,IA,5.5,3,3.2,3
Monroe,Iowa,IA,7.2,3,4.9,3
Montgomery,Iowa,IA,7.2,3,9.5,4
Muscatine,Iowa,IA,5.4,3,3.2,3
OBrien,Iowa,IA,57,3.8,3,5,7,2.9,4.7,1.2,4,0.6,1.5,0.7,1.7,9,3,8.8,11.5,7.7,10.3,2.7,3,1.9,4.7,2,3.5,1.6,4,1,2.1,1.1,2.2,19.1,3,18.5,29,17.3,21,7.6,3,7.7,23.9,6.3,8.8,7.6,4,3.8,8.7,3.9,13.2,8,4,3.8,8.8,4.1,14,-1111.1,-1,0,24.1,-1111.1,-1111.1,-1111.1,-1,0,18.9,-1111.1,-1111.1,3.2,3,2.2,6.6,1,7.4,4.4,4,0.7,3.3,1.8,9.1,32,4,17.8,33.8,21.9,45.2,20.5,3,17.3,28.3,15,27.2,178,4,139.3,224.3,162.1,194,-1111.1,-1,0.4,3.4,-1111.1,-1111.1,40.2,3,37.5,64.8,32.1,49.6,19.5,3,16.9,28.5,13,28.1,51.3,3,48.8,83.2,42.7,59.8,10.4,3,6.6,14.4,5.7,17.4,14.2,3,15.4,24.3,9.2,21.1,1758,1910,1994-2003
19,143,Osceola,Iowa,IA,56,5.4,3,4.5,7.5,3.8,6.9,0.6,3,0.5,2,0.1,1.2,11.6,4,8.1,11.6,9.4,13.9,3.3,4,1.6,4.2,2.1,4.6,1.7,3,0.9,2.7,0.8,2.6,20.1,3,14.2,25.9,17.2,22.9,11,3,9.9,17.8,8.8,13.2,9.8,4,3.1,9.8,3.9,20.2,8.8,4,3.1,9.5,3.2,19.2,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,38.5,-1111.1,-1111.1,1.4,3,1.4,7.9,0,7.8,8.4,4,0,4.4,3.1,18.3,19.1,3,17.1,31.7,9.1,35.3,13.8,3,14.2,26.5,7.6,22.9,310.9,4,125.8,235.2,278.5,343.3,-1111.1,-1,0,2.9,-1111.1,-1111.1,43.3,4,32.6,55.5,30.7,59.3,26.5,4,15.6,33,15.6,42.3,51.2,3,46.6,69.4,38.7,66.4,15.6,4,5.8,15.7,7.7,28.2,11.4,3,12,28.8,5.2,21.6,783,849,1994-2003
19,145,Page,Iowa,IA,60,7.6,4,5.6,8.4,6.3,8.8,1.1,3,0.8,1.8,0.6,1.6,13.3,4,8.8,13.3,11.7,14.9,3.6,3,3,5.8,2.7,4.5,1,3,0.8,2.3,0.5,1.4,31.3,4,23.1,35.5,29.2,33.5,11,3,10.5,24.3,9.6,12.5,13.2,4,3.9,10.1,8.2,20.2,12.6,4,3.9,9.8,7.6,19.7,-1111.1,-1,0,17.6,-1111.1,-1111.1,-1111.1,-1,0,22.2,-1111.1,-1111.1,8.2,4,1.6,7.7,4.4,14,5,4,1.2,4,2.2,9.9,24,3,20.2,32.3,16.4,33.9,21.5,4,16.1,27.4,16,28.4,202.3,3,163.7,274.7,185.5,219,-1111.1,-1,0.7,5.7,-1111.1,-1111.1,57.5,3,47.6,73.4,47.6,67.4,22.1,3,16.8,36,15.6,30.4,60.4,3,50.2,104.7,51.4,69.4,11.6,3,8.4,19.3,7,18,16.9,3,15.8,31.4,12.2,22.9,1772,2329,1994-2003
19,147,Palo Alto,Iowa,IA,59,6,3,5.4,7.8,4.5,7.4,1,3,0.8,1.5,0.4,1.6,10.1,3,9,12.6,8.3,11.9,2,3,2.4,4.9,1.2,2.9,1.4,3,0.9,2.3,0.7,2.1,22.8,3,21.1,32.3,20.3,25.3,9.3,3,10.9,22.5,7.6,11.1,7.2,4,2.7,9.6,2.9,14.9,7.4,4,2.8,9.2,3,15.3,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,7,-1111.1,-1111.1,6.2,4,1.8,6.7,2.3,13.5,1,3,0,5.3,0,5.8,31.3,4,17.3,33,20,46.8,27.7,4,15.9,29.2,19.8,37.8,159.8,3,142.6,260.5,140.4,179.3,-1111.1,-1,0,5.5,-1111.1,-1111.1,47.2,3,39.6,62.3,36.7,59.8,21.4,3,15.9,41.8,13,33.2,72.2,4,44.9,72.2,59.8,84.6,-1111.1,-1,9.8,17.9,-1111.1,-1111.1,26.9,4,15.6,29,18.2,38.3,1074,1383,1994-2003
19,149,Plymouth,Iowa,IA,57,5.8,3,5,7,4.9,6.6,1.1,4,0.6,1.5,0.7,1.4,11,4,8.8,11.5,9.9,12.2,2.1,3,1.9,4.7,1.6,2.6,1.6,4,1,2.1,1.2,2.1,21.5,3,18.5,29,20,23,7.6,3,7.7,23.9,6.7,8.6,6.5,4,3.8,8.7,3.9,10.3,6.9,4,3.8,8.8,4.1,10.8,-1111.1,-1,0,24.1,-1111.1,-1111.1,-1111.1,-1,0,18.9,-1111.1,-1111.1,2.2,3,2.2,6.6,0.8,4.8,4.4,4,0.7,3.3,2.3,7.6,28.7,4,17.8,33.8,20.6,38.8,24.1,4,17.3,28.3,18.8,30.4,212.2,4,139.3,224.3,196.4,228.1,-1111.1,-1,0.4,3.4,-1111.1,-1111.1,41.3,3,37.5,64.8,33.8,48.7,16.4,3,16.9,28.5,11.7,22.3,57,4,48.8,83.2,49,65.1,9.1,3,6.6,14.4,5.7,13.8,20,3,15.4,24.3,15,26.1,3060,2427,1994-2003
19,151,Pocahontas,Iowa,IA,54,5.2,3,5.1,7.2,3.6,6.8,0.7,3,0.6,1.7,0.1,1.3,11,4,8.3,11.4,8.7,13.2,2.6,3,1.6,4.3,1.4,3.8,1.5,3,1.1,2.7,0.6,2.4,22.4,3,16.6,28,19.3,25.4,10.3,3,9.7,18.7,8.1,12.5,4.7,3,1.7,10.9,1,13.6,3.2,3,1.7,10.8,0.4,11.6,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,20.8,-1111.1,-1111.1,1.6,3,0,8,0,8.6,3.1,4,0,3.3,0.4,11.2,17.2,3,18.2,34.7,8.7,30.5,23,4,15.2,28,15.8,32.2,191.1,4,124.8,232.5,168.8,213.3,-1111.1,-1,0,3.8,-1111.1,-1111.1,49.8,4,36.2,59.3,38.4,63.4,21.6,3,17.2,33.8,12.7,34.4,70.8,4,47.7,75.6,58.1,83.5,14.4,4,5.7,20,7.4,25.3,21.7,4,15.3,30.1,13.4,33.2,729,1157,1994-2003
19,153,Polk,Iowa,IA,9,6.8,3,6.3,8.9,6.5,7.2,1.3,3,0.9,1.8,1.2,1.5,11.9,4,9.1,13.3,11.4,12.3,2.8,4,0.9,3.7,2.6,3,1.6,3,2,4.7,1.4,1.7,29.2,4,16.5,34.8,28.6,29.9,10,3,8.2,18.4,9.6,10.4,5.8,4,3.6,8,4.7,6.9,5.1,4,3.2,6.4,4,6.3,15.2,4,0,17.2,9,24,6.4,4,2.2,8.5,3.2,11.4,3.9,3,2.7,5.7,3,4.9,1.9,4,0.8,2.3,1.4,2.7,26.8,4,21.8,29.2,22.7,30.9,18.9,3,16.1,21.4,16.3,21.5,198.3,4,120.7,194.6,189.9,206.7,3.1,4,1.1,6.2,2.2,4.3,56.8,4,43.6,60.6,52.3,61.4,10.6,3,8.2,15.4,8.7,12.5,51.3,3,43.1,64.9,47.1,55.6,11.3,4,5.3,14.3,9.3,13.2,16.9,3,14.6,25.2,14.5,19.3,18625,8506,2001-2003
19,155,Pottawattamie,Iowa,IA,20,7.7,4,6,9,7,8.4,1.2,3,0.9,1.7,0.9,1.5,13,4,9.7,14,12.2,13.8,4.1,4,3,5.2,3.6,4.6,1.4,3,1.1,2.3,1.1,1.7,38.1,4,23,39.1,36.9,39.3,15.7,4,9.3,22.3,14.8,16.6,7.1,4,5.2,8.4,5.1,9.6,7.3,4,5,7.6,5.3,9.9,-1111.1,-1,0,20.4,-1111.1,-1111.1,-1111.1,-1,0,14.1,-1111.1,-1111.1,3.6,3,3.5,5.4,2.3,5.5,3.5,4,1.3,3.7,2.1,5.3,23.7,3,18.8,28.2,18.2,30.4,26.2,4,15.4,25.3,21.5,30.8,231.2,4,135.8,220.6,217.4,245,5.8,4,1.1,6.8,3.7,8.5,65.1,4,43,73.6,57.9,72.4,15.9,3,14.1,28,12.4,20,61,3,48.1,79.2,53.9,68.1,13.2,4,10.2,14.5,10,17.1,18.3,3,17.6,29.8,14.5,22.6,6063,4290,1999-2003
19,157,Poweshiek,Iowa,IA,55,5.6,3,5.4,7.4,4.6,6.6,0.9,3,0.8,1.7,0.5,1.3,9.7,3,8.6,11.4,8.4,11,3.6,4,1.9,4.6,2.8,4.4,1.5,3,1,3.5,0.9,2,26.1,4,18.6,31.9,24.2,28.1,8.6,3,8.9,18.6,7.3,9.8,4.5,3,3.3,11,2,8.9,4.6,3,2.9,10.7,2,9.1,-1111.1,-1,0,10.4,-1111.1,-1111.1,-1111.1,-1,0,25.6,-1111.1,-1111.1,2.3,3,2.1,7.4,0.6,5.8,2.3,4,0.5,3.8,0.6,5.8,24.3,3,20.5,35.2,16.3,34.9,28.4,4,17.8,28.4,22.2,35.9,188.2,3,145.1,229.9,172,204.4,-1111.1,-1,0.4,4.3,-1111.1,-1111.1,43.8,3,38.3,65.2,35.4,52.2,20.3,3,15.6,28,14.3,27.8,77.6,4,47.5,76.3,67.4,87.7,10.6,3,6,16.7,6.5,16.3,20.8,4,16.1,24.4,15.5,27.3,1982,2190,1994-2003
19,159,Ringgold,Iowa,IA,61,7.5,4,5.1,8.4,5.3,9.7,0.9,3,0.3,1.7,0.1,1.7,11,4,9,12.6,8.4,13.5,4.3,3,3.1,5.7,2.6,6,0.5,3,0.8,2.3,-2222.2,-2222.2,21.4,3,21.4,37.1,18,24.8,14.2,3,13.1,24.6,11.3,17.1,3.8,3,2.8,11.8,0.5,13.6,3.8,3,2.2,12,0.5,13.9,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,10.9,-1111.1,-1111.1,3.8,4,1.4,9.6,0.5,13.6,0,3,0,4.7,0,0,14.5,3,12.9,35.2,6.7,27.2,21.3,3,15.6,27.5,13,33.1,245.2,4,164.4,288.1,215.1,275.3,-1111.1,-1,0.7,5.5,-1111.1,-1111.1,47.9,3,41,69.5,34.5,64.9,-1111.1,-1,16.8,41.5,-1111.1,-1111.1,49.6,3,49.6,77.2,36.7,65.4,-1111.1,-1,7.3,21.1,-1111.1,-1111.1,31.5,4,19.8,33.5,18.6,49.9,560,833,1994-2003
19,161,Sac,Iowa,IA,59,6.5,4,5.4,7.8,5.1,7.9,1.2,4,0.8,1.5,0.6,1.8,10.1,3,9,12.6,8.4,11.8,3.2,3,2.4,4.9,2.2,4.2,1.8,4,0.9,2.3,1,2.5,23.6,3,21.1,32.3,21.2,25.9,11.6,3,10.9,22.5,9.8,13.4,7.2,4,2.7,9.6,3.1,14.3,4.7,3,2.8,9.2,1.5,10.9,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,7,-1111.1,-1111.1,7.2,4,1.8,6.7,3.1,14.3,0,3,0,5.3,0,0,32.9,4,17.3,33,21.3,48.7,29.7,4,15.9,29.2,22.3,38.8,193.7,4,142.6,260.5,174.3,213.1,-1111.1,-1,0,5.5,-1111.1,-1111.1,40.6,3,39.6,62.3,31.5,51.5,29.8,4,15.9,41.8,20.7,41.6,72.2,4,44.9,72.2,61,83.4,12.5,3,9.8,17.9,6.7,21.4,17.1,3,15.6,29,10.9,25.5,1230,1655,1994-2003
19,163,Scott,Iowa,IA,15,7.1,3,6.8,9.5,6.5,7.8,1.3,3,1.1,2,1,1.5,11.6,3,11.5,14,10.8,12.4,4,3,2.9,5.2,3.6,4.5,1.7,4,1.2,2.3,1.4,2.1,38.9,4,26.6,44.3,37.8,40.1,14.8,3,10.8,21.3,14,15.7,5.5,3,5.8,10.3,3.9,7.6,4.3,3,4.9,8.4,2.7,6.4,14.7,4,3.3,18.9,7.4,26.3,-1111.1,-1,0,12.4,-1111.1,-1111.1,2.8,3,2.8,7.4,1.7,4.4,2.7,4,1.7,4.1,1.6,4.2,24.6,4,21.4,28.8,19,31.3,20.3,4,17.2,22.5,16.5,24.8,153.8,3,145.1,222,142.6,165,3.3,3,2.4,7.7,1.9,5.4,59.4,3,56.8,73.1,52.4,66.5,11.2,3,11.2,23.2,8.4,14.7,71,4,53.1,76.1,63.4,78.6,10.9,3,9.2,14.7,8.1,14.3,20.2,3,15.7,31.4,16.3,24.7,6723,4001,2001-2003
19,165,Shelby,Iowa,IA,56,7.2,4,4.5,7.5,5.8,8.5,1.4,4,0.5,2,0.8,2,11.7,4,8.1,11.6,10,13.4,2.2,3,1.6,4.2,1.5,3,1.9,4,0.9,2.7,1.2,2.6,18.9,3,14.2,25.9,16.9,21,8.9,3,9.9,17.8,7.4,10.5,7.3,4,3.1,9.8,3.3,13.8,5.9,3,3.1,9.5,2.4,12.1,-1111.1,-1,0,0,-1111.1,-1111.1,-1111.1,-1,0,38.5,-1111.1,-1111.1,3.2,3,1.4,7.9,0.9,8.3,4,4,0,4.4,1.3,9.4,16,3,17.1,31.7,8.5,27.4,26.6,4,14.2,26.5,19.9,34.9,219.8,4,125.8,235.2,200.1,239.5,-1111.1,-1,0,2.9,-1111.1,-1111.1,37.4,3,32.6,55.5,29,47.5,15.6,3,15.6,33,9.5,24.1,45.5,3,46.6,69.4,36.8,54.3,11.6,4,5.8,15.7,6.3,19.8,17.7,3,12,28.8,12.1,24.9,1383,1610,1994-2003
